,單位（12級）,單位序,序,文號,主旨,附件,附件名稱,不歸檔原因,承辦單位,承辦人,保存狀況,0
1329,總務處採購組,,1078,1071300474,為成立「國立中央大學106學年度(民國107年)畢業典禮ㄧ場」案評審小組，陳請鑒核。,附件1,評審小組名單,單位自存,總務處採購組,林慧娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1330,總務處採購組,,1079,1071300546,本校學務處課外活動組「國立中央大學106學年度(民國107年)畢業典禮ㄧ場」採購案（案號：107U-035G），參考最有利標精神辦理評審，評審結果「美聯展覽有限公司」為第一名優勝廠商，擬邀該廠商進行議價，簽請核示。,附件1,投標廠商企畫書,單位自存,總務處採購組,林慧娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1331,總務處採購組,,1080,1071300586,"本校體育室採購「107年全國大專校院運動會志工及工作人員接駁專車服務一式」(案號：107U-036G)，經決標後，總價為新台幣777 ,000元，茲檢附訂購契約書一式四份，請 核閱及准予用印。",附件1,契約書及開標紀錄文件,單位自存,總務處採購組,林慧娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1332,總務處採購組,,1081,1071300608,"本校前瞻科技研究中心採購「影像偵測及辨識1式」(案號：107U-043G)，經決標後，總價為新台幣836,000元，茲檢附訂購契約書一式四份，請 核閱及准予用印。",附件1,契約書及開標紀錄文件,單位自存,總務處採購組,林慧娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1333,總務處採購組,,1082,1071300623,"本校地科系採購「承租海研二號研究船出海作業乙式(107年4月－5月，預計20天)」(案號：107M-019G)，經決標後，總價為新台幣2,800,000元，茲檢附訂購契約書一式四份，請 核閱及准予用印。",附件1,契約書及相關文件,單位自存,總務處採購組,林慧娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1334,總務處採購組,,1083,1071300634,"本校學務處課外活動組採購「國立中央大學106學年度(民國107年)畢業典禮ㄧ場」(案號：107U-035G)，經決標後，總價為新台幣762,000元，茲檢附訂購契約書一式四份，請 核閱及准予用印。",附件1,契約書及相關文件,單位自存,總務處採購組,林慧娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1335,總務處採購組,,1084,1071300650,為成立「支援教職員研究能量分析整合建置」委託資訊服務採購案(案號：107M-026G)採購評選委員會及工作小組，陳請　鑒核。,附件1,工作小組成員建議名單,單位自存,總務處採購組,林慧娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1336,總務處採購組,,1085,1071300650,為成立「支援教職員研究能量分析整合建置」委託資訊服務採購案(案號：107M-026G)採購評選委員會及工作小組，陳請　鑒核。,附件2,內派委員建議名單,單位自存,總務處採購組,林慧娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1337,總務處採購組,,1086,1071300650,為成立「支援教職員研究能量分析整合建置」委託資訊服務採購案(案號：107M-026G)採購評選委員會及工作小組，陳請　鑒核。,附件3,外聘委員建議名單,單位自存,總務處採購組,林慧娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1338,總務處採購組,,1087,1071300691,"本校教學發展中心採購「圖資即時顯示系統1套」(案號：107U-064G)，經決標後，總價為新台幣983,000元，茲檢附訂購契約書一式四份，請 核閱及准予用印。",附件1,契約書及開標文件,單位自存,總務處採購組,林慧娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1339,總務處採購組,,1088,1071300724,檢陳本校「支援教職員研究能量分析整合建置」案採購評選委員會第1次會議紀錄，簽請　鑒核。,附件1,會議記錄,單位自存,總務處採購組,林慧娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1340,總務處採購組,,1089,1071300743,"本校電子計算機中心採購「國立中央大學負載平衡設備維護合約1式」(案號：107U-057G)，經決標後，總價為新台幣449,000元，茲檢附訂購契約書一式四份，請核閱及准予用印。",附件1,契約書及開標文件,單位自存,總務處採購組,林慧娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1341,總務處採購組,,1090,1071300792,密不錄由,附件1,廠商服務建議書,單位自存,總務處採購組,林慧娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1342,總務處採購組,,1091,1071300804,"本校大氣系採購「自動進樣器設備及相關零件1批」(案號：107U-071G)，經決標後，總價為新台幣700,000元，茲檢附訂購契約書一式四份，請 核閱及准予用印。",附件1,契約書及開標相關文件,單位自存,總務處採購組,林慧娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1343,總務處採購組,,1092,1071300917,"本校校務研究辦公室採購「支援教職員研究能量分析整合建置」(案號：107M-026G)，經決標後，總價為新台幣1,250,000元，茲檢附訂購契約書一式四份，請 核閱及准予用印。",附件1,契約書及開標記錄相關文件,單位自存,總務處採購組,林慧娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1344,總務處採購組,,1093,1071300916,"本校圖書館採購「Turnitin 論文原創性比對系統連線費一式」(案號：107U-085G)，經決標後，總價為新台幣628,500元，茲檢附訂購契約書一式四份，請 核閱及准予用印。",附件1,契約書及陳開標紀錄相關文件,單位自存,總務處採購組,林慧娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1345,總務處採購組,,1094,1071300970,"本校物理系採購「第十一屆海峽兩岸生物啟發的理論科學研討會餐費及住宿費一式」(案號：107U-092G)，經決標後，總價為新台幣144,000元，茲檢附訂購契約書一式四份，請 核閱及准予用印。",附件1,契約書及開標文件,單位自存,總務處採購組,林慧娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1346,總務處採購組,,1095,1071300955,"本校材料科學與工程研究所採購「高解析雙束型場發射聚焦離子束顯微鏡附屬設備輔助掃描式電子顯微鏡之維修保養1式」(案號：107U-078G)，經決標後，總價為新台幣375,060元，茲檢附訂購契約書一式四份，請核閱及准予用印。",附件1,契約書及開標文件,單位自存,總務處採購組,林慧娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1347,總務處採購組,,1096,1071301019,"本校資管系採購「中華徵信所全方位企業資料庫一套使用權」(案號：107U-099G)，經決標後，總價為新台幣225,000元，茲檢附訂購契約書一式四份，請 核閱及准予用印。",附件1,契約書及開標文件,單位自存,總務處採購組,林慧娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1348,總務處採購組,,1097,1071301039,"本校土木系採購「107年度桃園市道路分級評估計畫檢測一式」(案號：107M-040G)，經決標後，總價為新台幣 2,457,500元，茲檢附訂購契約書一式四份，請 核閱及准予用印。",附件1,契約書及開標文件,單位自存,總務處採購組,林慧娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1349,總務處採購組,,1098,1071301051,"本校圖書館採購「ARTstor Digital Librarty檢索1年」(案號：：107U-106G)，經決標後，總價為新台幣311,763元，茲檢附訂購契約書一式四份，請核閱及准予用印。",附件1,契約書及開標文件,單位自存,總務處採購組,林慧娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1350,總務處採購組,,1099,1079901815,請求延長履約期限,附件1,契約書,單位抽存(存查單位：採購組),總務處採購組,林慧娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1351,總務處採購組,,1100,1071301168,"本校研發處採購「Innography專利技術法律資訊軟體1套」(案號：107U-113G)，經決標後，總價為美金9,000元，茲檢附訂購契約書一式四份，請核閱及准予用印。",附件1,契約書及開標文件,單位抽存(存查單位：採購組),總務處採購組,林慧娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1352,總務處採購組,,1101,1071301191,"本校太空所採購「衛星定位儀1套」(案號：107M-047G )，經決標後，總價為新台幣1,080,000元，茲檢附訂購契約書一式四份，請 核閱及准予用印。",附件1,契約書及開標文件,單位抽存(存查單位：採購組),總務處採購組,林慧娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
