,Unnamed: 0,單位（12級）,一二級單位,單位序,原序,公文文號,登記單位,來文者/發文者,來文字號,來文日期,主旨,單位（僅一級）,單位（12級）.1,（承辦人）,承辦人員,發文時間,發文字號,年度號,分類號,案次號,卷次號,目次號,保存年限,媒體形式,數量（頁）,五層檔號,是否掃描,文件產生日期,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,0
2717,2717,學生事務處,學生事務處                              ,1992.0,2468.0,880010762.0,總收文,臺北市政府兵役處,北市兵二字第8820442400號,088/03/05,抄轉國立中央大學學生張揚政等三名緩徵原因消滅名冊乙份如附件，請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,,                                        ,88.0,205.0,1.0,1.0,8.0,10.0,紙本,2.0,0088/205/01/1/8,（已掃描）,088/03/05,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2718,2718,學生事務處,學生事務處                              ,1993.0,2469.0,880010763.0,總收文,苗栗縣政府,八八府兵徵字第8800019258號,088/03/05,檢送國立中央大學學生葉凱邦等乙名緩徵原因消滅名冊乙份，請依規定辦理徵集，請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,,                                        ,88.0,205.0,1.0,1.0,9.0,10.0,紙本,2.0,0088/205/01/1/9,（已掃描）,088/03/05,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2719,2719,學生事務處,學生事務處                              ,1994.0,2470.0,880010796.0,總收文,臺北縣政府,八八北府兵二字第83388號,088/03/08,檢送蔡宇宸等四名緩徵原因消滅名冊(如附件)，冊內役男若係常備兵徵集對象，請依法徵集，如已遷出應即函知役額所在地，請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,,                                        ,88.0,205.0,1.0,1.0,10.0,10.0,紙本,2.0,0088/205/01/1/10,（已掃描）,088/03/08,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2720,2720,學生事務處,學生事務處                              ,1995.0,2471.0,880010782.0,總收文,花蓮縣政府,(八八)府兵徵字第026553號,088/03/08,貴轄民六十三年次役男陳瑞傑等乙名，緩徵原因消滅，應註銷其緩徵請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,,                                        ,88.0,205.0,1.0,1.0,11.0,10.0,紙本,2.0,0088/205/01/1/11,（已掃描）,088/03/08,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2721,2721,學生事務處,學生事務處                              ,1996.0,2472.0,880010783.0,總收文,臺北市政府兵役處,北市兵二字第8820452600號,088/03/08,檢還貴校八十七學年度申請緩徵學生鍾佑德等二員經核定緩徵名冊乙份(如附件)，請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,,                                        ,88.0,205.0,1.0,1.0,12.0,10.0,紙本,3.0,0088/205/01/1/12,（已掃描）,088/03/08,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2722,2722,學生事務處,學生事務處                              ,1997.0,2473.0,880010777.0,總收文,臺灣省高雄縣政府,八八府兵征字第40549號,088/03/06,檢發學生陳宗偉等乙員緩徵原因消滅名冊乙份請登記依法徵處。,學生事務處,學生事務處,(劉久裕),劉久裕,,                                        ,88.0,205.0,1.0,1.0,13.0,10.0,紙本,2.0,0088/205/01/1/13,（已掃描）,088/03/06,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2723,2723,學生事務處,學生事務處                              ,1998.0,2474.0,880010776.0,總收文,彰化縣政府,八八彰府兵徵字第041683號,088/03/06,檢送本府審查核定之原申請緩徵學生名冊壹份，請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,,                                        ,88.0,205.0,1.0,1.0,14.0,10.0,紙本,4.0,0088/205/01/1/14,（已掃描）,088/03/06,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2724,2724,學生事務處,學生事務處                              ,1999.0,2475.0,880010856.0,總收文,桃園縣政府,八八府兵徵字第045241號,088/03/11,檢還八十七學年度第二學期學生申請緩徵核定名冊乙份，覆請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,,                                        ,88.0,205.0,1.0,1.0,15.0,10.0,紙本,3.0,0088/205/01/1/15,（已掃描）,088/03/11,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2725,2725,學生事務處,學生事務處                              ,2000.0,2476.0,880000754.0,學生事務處          ,國立中央大學,,         ,函送本校離校學生緩徵原因消滅名冊二份，請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,088/03/17,(88)中大軍字第0773號                          ,88.0,205.0,1.0,1.0,16.0,10.0,紙本,1.0,0088/205/01/1/16,（已掃描）,         088/03/17,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2726,2726,學生事務處,學生事務處                              ,2001.0,2477.0,880010962.0,總收文,臺北市政府兵役處,北市兵二字第8820543600號,088/03/19,抄轉國立中央大學學生周慶華等二名緩徵原因消滅名冊乙份如附件，請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,,                                        ,88.0,205.0,1.0,1.0,17.0,10.0,紙本,2.0,0088/205/01/1/17,（已掃描）,088/03/19,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2727,2727,學生事務處,學生事務處                              ,2002.0,2478.0,880001080.0,學生事務處          ,國立中央大學,,         ,檢送本校八十七學年度第二學期申請緩徵學生名冊二份，役男徵額歸屬証明書乙份，請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,088/04/15,(88)中大學字第1040號                          ,88.0,205.0,1.0,1.0,18.0,10.0,紙本,1.0,0088/205/01/1/18,（已掃描）,         088/04/15,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2728,2728,學生事務處,學生事務處                              ,2003.0,2479.0,880001079.0,學生事務處          ,國立中央大學,,         ,函送本校離校學生緩徵原因消滅名冊二份，請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,088/04/15,(88)中大學字第1041號                          ,88.0,205.0,1.0,1.0,19.0,10.0,紙本,1.0,0088/205/01/1/19,（已掃描）,         088/04/15,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2729,2729,學生事務處,學生事務處                              ,2004.0,2480.0,880011363.0,總收文,高雄市政府兵役處,八八高市兵役二字第4524號,088/04/19,檢送貴區役男離校緩徵原因消滅名冊乙份，請註銷緩徵並依規定辦理徵處，請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,,                                        ,88.0,205.0,1.0,1.0,20.0,10.0,紙本,2.0,0088/205/01/1/20,（已掃描）,088/04/19,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2730,2730,學生事務處,學生事務處                              ,2005.0,2481.0,880011378.0,總收文,臺北市政府兵役處,北市兵二字第8820791900號,088/04/20,檢還貴校八十七學年度申請緩徵學生黃立維乙員經核定緩徵名冊乙份(如附件)，請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,,                                        ,88.0,205.0,1.0,1.0,21.0,10.0,紙本,3.0,0088/205/01/1/21,（已掃描）,088/04/20,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2731,2731,學生事務處,學生事務處                              ,2006.0,2482.0,880011387.0,總收文,桃園縣政府,八八府兵徵字第077741號,088/04/21,檢還八十七學年度第二學期學生申請緩徵核定名冊乙份，覆請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,,                                        ,88.0,205.0,1.0,1.0,22.0,10.0,紙本,3.0,0088/205/01/1/22,（已掃描）,088/04/21,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2732,2732,學生事務處,學生事務處                              ,2007.0,2483.0,880011389.0,總收文,臺北市政府兵役處,北市兵二字第8820807800號,088/04/21,抄轉國立中央大學學生謝欽州一名緩徵原因消滅名冊乙份如附件，請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,,                                        ,88.0,205.0,1.0,1.0,23.0,10.0,紙本,2.0,0088/205/01/1/23,（已掃描）,088/04/21,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2733,2733,學生事務處,學生事務處                              ,2008.0,2484.0,880001866.0,學生事務處          ,國立中央大學,,         ,函送本校離校學生緩徵原因消滅名冊二份，請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,088/06/14,(88)中大學字第1861號                          ,88.0,205.0,1.0,1.0,24.0,10.0,紙本,1.0,0088/205/01/1/24,（已掃描）,         088/06/14,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2734,2734,學生事務處,學生事務處                              ,2009.0,2485.0,880012130.0,總收文,臺北縣政府,八八北府兵二字第225215號,088/06/16,檢送黎文正等二名緩徵原因消滅名冊(如附件)，冊內役男若係常備兵徵集對象，請依法徵集，如已遷出應即函知役額所在地，請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,,                                        ,88.0,205.0,1.0,1.0,25.0,10.0,紙本,2.0,0088/205/01/1/25,（已掃描）,088/06/16,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2735,2735,學生事務處,學生事務處                              ,2010.0,2486.0,880012129.0,總收文,屏東縣政府,屏府兵徵字第105509號,088/06/16,抄送離校學生緩徵原因消滅名冊乙份請予註銷緩徵依照規定徵處請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,,                                        ,88.0,205.0,1.0,1.0,26.0,10.0,紙本,2.0,0088/205/01/1/26,（已掃描）,088/06/16,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2736,2736,學生事務處,學生事務處                              ,2011.0,2487.0,880012125.0,總收文,台南縣政府,八八府兵徵字第105786號,088/06/15,檢送民六十五年次役男黃凱達等乙員離校緩徵原因消滅學生名冊乙份，請予註銷緩徵補辦徵處，請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,,                                        ,88.0,205.0,1.0,1.0,27.0,10.0,紙本,2.0,0088/205/01/1/27,（已掃描）,088/06/15,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2737,2737,學生事務處,學生事務處                              ,2012.0,2488.0,880012181.0,總收文,高雄縣政府,八八府兵徵字第113787號,088/06/21,檢發學生薛念林等乙員緩征原因消滅名冊乙份，請登記依法徵處。,學生事務處,學生事務處,(劉久裕),劉久裕,,                                        ,88.0,205.0,1.0,1.0,28.0,10.0,紙本,2.0,0088/205/01/1/28,（已掃描）,088/06/21,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2738,2738,學生事務處,學生事務處                              ,2013.0,2489.0,880012158.0,總收文,台南市政府,八八南市兵徵字第106581號,088/06/21,轉送離校學生緩徵原因消滅名冊影本乙份(如附件)，冊內役男若係常備兵徵集對象請依法徵集；如已遷出應即函知役額所在地，請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,,                                        ,88.0,205.0,1.0,1.0,29.0,10.0,紙本,2.0,0088/205/01/1/29,（已掃描）,088/06/21,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2739,2739,學生事務處,學生事務處                              ,2014.0,2490.0,880012190.0,總收文,臺北市政府兵役處,北市兵二字第8821290400號,088/06/22,抄轉國立中央大學學生林志勳第二名緩徵原因消滅名冊乙份如附件，請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,,                                        ,88.0,205.0,1.0,1.0,30.0,10.0,紙本,2.0,0088/205/01/1/30,（已掃描）,088/06/22,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2740,2740,學生事務處,學生事務處                              ,2015.0,2491.0,880002310.0,學生事務處          ,國立中央大學,,         ,函送本校離校學生緩徵原因消滅名冊二份，請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,088/07/09,(88)中大學字第2320號                          ,88.0,205.0,1.0,1.0,31.0,10.0,紙本,1.0,0088/205/01/1/31,（已掃描）,         088/07/09,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2741,2741,學生事務處,學生事務處                              ,2016.0,2492.0,880002367.0,學生事務處          ,國立中央大學,,         ,函送本校離校學生緩徵原因消滅名冊二份，請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,088/07/14,(88)中大學字第2372號                          ,88.0,205.0,1.0,1.0,32.0,10.0,紙本,1.0,0088/205/01/1/32,（已掃描）,         088/07/14,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
2742,2742,學生事務處,學生事務處                              ,2017.0,2493.0,880012522.0,總收文,臺北市政府兵役處,北市兵二字第8821463000號,088/07/13,抄轉國立中央大學學生李事誠等二名緩徵原因消滅名冊乙份如附件，請查照。,學生事務處,學生事務處,(劉久裕),劉久裕,,                                        ,88.0,205.0,1.0,1.0,33.0,10.0,紙本,2.0,0088/205/01/1/33,（已掃描）,088/07/13,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
