單位（12級）,一二級單位,單位序,原序,公文文號,登記單位,來文者/發文者,來文字號,來文日期,主旨,單位（僅一級）,單位（12級）,（承辦人）,承辦人員,發文時間,發文字號,年度號,分類號,案次號,卷次號,目次號,保存年限,媒體形式,數量（頁）,五層檔號,是否掃描,文件產生日期,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3280,3904,0870013287,總收文,桃園縣政府,八七府教體字第157669號,087/08/21,貴校申請補助八十七學年度急救教育計畫經費案，經本府函轉教育廳答復未編列是項經費，歉難補助，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,7,23,10,紙本,2,0087/207/01/7/23,（已掃描）,087/08/21,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3281,3905,0870002959,學生事務處          ,國立中央大學,,         ,檢送貴府與本校合作辦理八十七學年度急救教育計畫如附件，請惠允繼續共同主辦配合負擔計畫經費，並轉函各國中小學鼓勵教職員報名參加，請查照見復。,學生事務處,學生事務處,(張明奇),張明奇,087/09/15,(87)中大學字第2935號                          ,0087,207,01,7,24,10,紙本,1,0087/207/01/7/24,（已掃描）,         087/09/15,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3282,3906,0870013864,總收文,桃園縣政府,八七府教體字第186900號,087/10/01,貴校辦理八十七學年度急救教育高級急救員班及急救教練班案，本府同意共同主辦且補助新台幣陸萬元整，不足款請自籌，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,7,25,10,紙本,2,0087/207/01/7/25,（已掃描）,087/10/01,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3283,3907,0870003294,學生事務處          ,國立中央大學,,         ,本校八十七學年度餐飲衛生宣導週訂於十月廿六至卅一日舉行，廿六日十九時至廿一時之「如何確保飲食的衛生與安全」專題演講，擬邀貴校李學愚老師蒞校主講，請查照惠允。,學生事務處,學生事務處,(張明奇),張明奇,087/10/13,(87)中大學字第3279號                          ,0087,207,01,7,26,10,紙本,1,0087/207/01/7/26,（已掃描）,         087/10/13,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3284,3908,0870003293,學生事務處          ,國立中央大學,,         ,本校八十七學年度餐飲衛生宣導週訂於十月廿六至卅一日舉行，廿九日十九時至廿一時之「西餐禮儀與法餐調製」專題演講，擬邀貴餐廳林經理俊松蒞校主講，請查照惠允。,學生事務處,學生事務處,(張明奇),張明奇,087/10/13,(87)中大學字第3280號                          ,0087,207,01,7,27,10,紙本,1,0087/207/01/7/27,（已掃描）,         087/10/13,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3285,3909,0870003305,學生事務處          ,國立中央大學,,         ,檢送貴府與本校共同主辦八十七學年度急救教育計畫，貴府配合款新台幣陸萬元整領據乙紙，請查照撥款並轉函各國中、小學鼓勵所屬教師踴躍報名參加。,學生事務處,學生事務處,(張明奇),張明奇,087/10/14,(87)中大學字第3312號                          ,0087,207,01,7,28,10,紙本,1,0087/207/01/7/28,（已掃描）,         087/10/14,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3286,3910,0870014178,總收文,桃園縣政府,八七府教體字第210862號,087/10/26,貴校與本府共同主辦八十七學年度急救教育計畫之本府配合款陸萬元領據已收悉辦理，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,7,29,10,紙本,2,0087/207/01/7/29,（已掃描）,087/10/26,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3287,3911,0870014442,總收文,桃園縣政府,八七府教體字第227470號,087/11/10,檢送「本縣八十七學年度中小學事故防制教育研習實施計畫」乙份，請轉知所屬教職員參加，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,7,31,10,紙本,4,0087/207/01/7/31,（已掃描）,087/11/10,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3288,3912,0870003557,學生事務處          ,國立中央大學,,         ,檢送鈞部委託本校辦理八十七學年度大專院校籃球運動聯賽契約書一式四份及新台幣柒佰伍拾萬元整領款收據乙紙，經費分批付款表乙紙，請鑒核撥款。,學生事務處,學生事務處,(陳政達),陳政達,087/11/02,(87)中大學字第3561號                          ,0087,207,01,7,35,10,紙本,1,0087/207/01/7/35,（已掃描）,         087/11/02,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,3289,3913,0870014353,總收文,教育部,台(八七)體(一)字第87123470號,087/11/04,為增進國人對人口政策與人口問題有正確的認識與瞭解，貫徹人口政策目標，以配合國家經濟發展，增進社會福祉，內政部將本（八十七）年十一月份訂為「人口政策宣導月」，請依所附實施計畫配合辦理宣導活動，請查照。,學生事務處,學生事務處,(張明奇),張明奇,,                                        ,0087,207,01,7,40,10,紙本,4,0087/207/01/7/40,（已掃描）,087/11/04,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,544,1168,0880010351,總收文,教育部,台(八八)訓(一)字第88009462號,088/01/29,檢送財政部關於學生團體於校內辦理收費之相關活動，依法應報繳娛樂稅解釋函一份(如附件)，請查照辦理。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,,                                        ,0088,204,01,1,1,10,紙本,3,0088/204/01/1/1,（已掃描）,088/01/29,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,545,1169,0880011241,總收文,教育部,台(八八)訓(一)字第88038572號,088/04/09,函轉行政院新聞局請各級學校及公民營機構映演電影片，不得對外營利及為常業性映演，如有違規情事，將依法核處案(如附件)，請查照辦理。,學生事務處,學生事務處,(江榮福),江榮福,,                                        ,0088,204,01,1,2,10,紙本,3,0088/204/01/1/2,（已掃描）,088/04/09,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,546,1170,0880012986,總收文,教育部,台(八八)訓(一)字第88096289號,088/08/09,檢送「教育部補助大專院校學生社團辦理民主法治教育研習活動要點」修正本一份，請轉知並鼓勵所屬學生社團辦理相關研習活動，以涵育學生民主素養，落實民主法治教育，請查照。,學生事務處,學生事務處,(郭振昌),郭振昌,,                                        ,0088,204,01,1,3,10,紙本,3,0088/204/01/1/3,（已掃描）,088/08/09,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,547,1171,0880013209,總收文,教育部,台(八八)高(二)字第88101301號,088/08/27,函轉經濟部智慧財產局八十八年八月十七日(八八)智著字第八八○○六八三八號函影本一份(如附件)，請查照辦理、轉知辦理。,學生事務處,學生事務處,(江榮福),江榮福,,                                        ,0088,204,01,1,4,10,紙本,3,0088/204/01/1/4,（已掃描）,088/08/27,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,548,1172,0880000175,學生事務處          ,國立中央大學,,         ,本校學生社團高雄校友會，預定於八十八年二月三日至八十八年二月十二日寒假時間至貴校辦理返校宣傳活動，惠請同意辦理，請查照。,學生事務處,學生事務處,(郭振昌),郭振昌,088/01/19,(88)中大學字第0193號                          ,0088,204,01,1,5,10,紙本,1,0088/204/01/1/5,（已掃描）,         088/01/19,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,549,1173,0880000601,學生事務處          ,國立中央大學,,         ,檢送本校學生社團護照相關辦法及範例，請鑒核。,學生事務處,學生事務處,(),,088/03/04,(88)中大學字第0604號                          ,0088,204,01,1,6,10,紙本,1,0088/204/01/1/6,（已掃描）,         088/03/04,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,550,1174,0880000719,學生事務處          ,國立中央大學,,         ,本校僑聯社辦理87學年度幹訓營及參訪活動，有關活動經費，擬請惠予補助。,學生事務處,學生事務處,(林貴美),林貴美,088/03/12,(88)中大學字第0708號                          ,0088,204,01,1,7,10,紙本,1,0088/204/01/1/7,（已掃描）,         088/03/12,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,551,1175,0880010817,總收文,教育部,台(八八)訓(一)字第88023694號,088/03/10,貴校所送學生社團護照相關辦法及範例，同意備查，請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,,                                        ,0088,204,01,1,8,10,紙本,2,0088/204/01/1/8,（已掃描）,088/03/10,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,552,1176,0880010916,總收文,教育部,台(八八)訓(一)字第88027072號,088/03/17,請配合本部「推動校園社團發展方案」，於本(八十七)學年度結束前，完成各校學生社團護照制度之建立，並函送社團護照資料一份到部備查，請查照辦理。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,,                                        ,0088,204,01,1,9,10,紙本,3,0088/204/01/1/9,（已掃描）,088/03/17,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,553,1177,0880003369,學生事務處          ,國立中央大學,,         ,檢送本校學生社團演辯社等六社參加鈞部『大專院校帶動中小學社團發展計劃』彙總表、契約書及活動計劃書數份，惠請同意補助經費。,學生事務處,學生事務處,(黃惠如),黃惠如,088/10/12,(88)中大學字第3358號                          ,0088,204,01,1,10,10,紙本,1,0088/204/01/1/10,（已掃描）,         088/10/12,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
